"TOON","LEVEL","GEARSLOT1","GEARSLOT2","GEARSLOT3","GEARSLOT4","GEARSLOT5","GEARSLOT6"
"princess-leia","3","mk-3-fabritech-data-pad","mk-2-merr-sonn-thermal-detonator","mk-2-chedak-comlink","mk-3-arakyd-droid-caller","mk-5-blastech-weapon-mod","mk-6-fabritech-data-pad"
"princess-leia","4","mk-5-fabritech-data-pad","mk-3-fabritech-data-pad","mk-2-merr-sonn-thermal-detonator","mk-5-blastech-weapon-mod","mk-5-biotech-implant","mk-2-athakam-medpac"
"princess-leia","5","mk-3-cec-fusion-furnace","mk-5-biotech-implant","mk-2-merr-sonn-shield-generator","mk-2-sienar-holo-projector","mk-4-chiewab-hypo-syringe","mk-2-czerka-stun-cuffs"
"princess-leia","6","mk-2-merr-sonn-thermal-detonator","mk-3-cec-fusion-furnace","mk-6-baw-armor-mod","mk-4-sorosuub-keypad","mk-5-sorosuub-keypad","mk-8-blastech-weapon-mod"
"princess-leia","7","mk-5-neuro-saav-electrobinoculars","mk-7-fabritech-data-pad","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod","mk-2-zaltin-bacta-gel","mk-6-chiewab-hypo-syringe"
"princess-leia","8","mk-2-athakam-medpac","mk-2-czerka-stun-cuffs","mk-4-arakyd-droid-caller","mk-2-zaltin-bacta-gel","mk-6-chiewab-hypo-syringe","mk-5-cec-fusion-furnace"
"princess-leia","9","mk-4-sorosuub-keypad","mk-2-zaltin-bacta-gel","mk-8-taggeco-holo-lens","mk-6-merr-sonn-shield-generator","mk-5-cec-fusion-furnace","mk-7-nubian-security-scanner"
"princess-leia","10","mk-2-zaltin-bacta-gel","mk-8-fabritech-data-pad","mk-3-czerka-stun-cuffs","mk-7-nubian-security-scanner","mk-11-blastech-weapon-mod","mk-4-sienar-holo-projector"
"princess-leia","11","mk-7-merr-sonn-shield-generator","mk-4-sienar-holo-projector","unknown-gear","mk-8-biotech-implant","mk-8-biotech-implant","unknown-gear"
"qui-gon-jinn","1","mk-1-blastech-weapon-mod","mk-1-taggeco-holo-lens","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-neuro-saav-electrobinoculars","mk-1-cec-fusion-furnace"
"qui-gon-jinn","2","mk-1-biotech-implant","mk-1-czerka-stun-cuffs","mk-2-neuro-saav-electrobinoculars","mk-3-taggeco-holo-lens","mk-2-baw-armor-mod","mk-2-sorosuub-keypad"
"qui-gon-jinn","3","mk-5-loronar-power-cell","mk-3-akt-stun-gun","mk-3-fabritech-data-pad","mk-3-fabritech-data-pad","mk-2-arakyd-droid-caller","mk-2-merr-sonn-thermal-detonator"
"qui-gon-jinn","4","mk-3-nubian-design-tech","mk-3-chiewab-hypo-syringe","mk-3-chiewab-hypo-syringe","mk-5-blastech-weapon-mod","mk-4-nubian-design-tech","mk-3-merr-sonn-shield-generator"
"qui-gon-jinn","5","mk-7-fabritech-data-pad","mk-3-merr-sonn-thermal-detonator","mk-2-merr-sonn-shield-generator","mk-2-carbanti-sensor-array","mk-4-chiewab-hypo-syringe","mk-7-blastech-weapon-mod"
"qui-gon-jinn","6","mk-7-neuro-saav-electrobinoculars","mk-4-akt-stun-gun","mk-4-sorosuub-keypad","mk-7-fabritech-data-pad","mk-7-baw-armor-mod","mk-7-loronar-power-cell"
"qui-gon-jinn","7","mk-3-athakam-medpac","mk-8-taggeco-holo-lens","mk-4-arakyd-droid-caller","mk-4-akt-stun-gun","mk-4-akt-stun-gun","mk-2-zaltin-bacta-gel"
"qui-gon-jinn","8","mk-5-arakyd-droid-caller","mk-3-czerka-stun-cuffs","mk-8-taggeco-holo-lens","mk-7-neuro-saav-electrobinoculars","mk-3-merr-sonn-thermal-detonator","mk-1-zaltin-bacta-gel"
"qui-gon-jinn","9","mk-8-baw-armor-mod","mk-7-nubian-security-scanner","mk-2-zaltin-bacta-gel","mk-7-neuro-saav-electrobinoculars","mk-3-athakam-medpac","mk-4-akt-stun-gun"
"qui-gon-jinn","10","mk-5-carbanti-sensor-array","mk-7-nubian-security-scanner","mk-3-athakam-medpac","mk-7-neuro-saav-electrobinoculars","mk-7-loronar-power-cell","mk-1-zaltin-bacta-gel"
"qui-gon-jinn","11","mk-10-taggeco-holo-lens","mk-10-taggeco-holo-lens","mk-11-blastech-weapon-mod","mk-3-zaltin-bacta-gel","unknown-gear","unknown-gear"
"r2-d2","1","mk-1-biotech-implant","mk-1-loronar-power-cell","mk-1-biotech-implant","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod"
"r2-d2","2","mk-2-neuro-saav-electrobinoculars","mk-2-neuro-saav-electrobinoculars","mk-2-baw-armor-mod","mk-1-merr-sonn-shield-generator","mk-2-neuro-saav-electrobinoculars","mk-3-baw-armor-mod"
"r2-d2","3","mk-4-merr-sonn-shield-generator","mk-2-merr-sonn-thermal-detonator","mk-1-merr-sonn-thermal-detonator","mk-1-czerka-stun-cuffs","mk-1-czerka-stun-cuffs","mk-3-fabritech-data-pad"
"r2-d2","4","mk-5-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-thermal-detonator","mk-7-blastech-weapon-mod","mk-7-blastech-weapon-mod"
"r2-d2","5","mk-7-loronar-power-cell","mk-4-merr-sonn-thermal-detonator","mk-1-zaltin-bacta-gel","mk-6-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-3-chiewab-hypo-syringe"
"r2-d2","6","mk-5-nubian-design-tech","mk-8-blastech-weapon-mod","mk-2-carbanti-sensor-array","mk-3-chiewab-hypo-syringe","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector"
"r2-d2","7","mk-6-merr-sonn-shield-generator","mk-3-athakam-medpac","mk-4-akt-stun-gun","mk-4-akt-stun-gun","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector"
"r2-d2","8","mk-5-akt-stun-gun","mk-6-merr-sonn-shield-generator","mk-8-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-4-arakyd-droid-caller","mk-3-sienar-holo-projector"
"r2-d2","9","mk-5-arakyd-droid-caller","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-3-athakam-medpac","mk-4-akt-stun-gun","mk-3-sienar-holo-projector"
"r2-d2","10","mk-7-merr-sonn-shield-generator","mk-5-athakam-medpac","mk-5-akt-stun-gun","mk-6-merr-sonn-thermal-detonator","mk-8-biotech-implant","mk-2-athakam-medpac"
"r2-d2","11","mk-6-merr-sonn-thermal-detonator","mk-6-cec-fusion-furnace","mk-5-akt-stun-gun","mk-7-merr-sonn-shield-generator","mk-5-akt-stun-gun","unknown-gear"
"resistance-pilot","1","mk-1-blastech-weapon-mod","mk-1-blastech-weapon-mod","mk-1-neuro-saav-electrobinoculars","mk-1-akt-stun-gun","mk-1-fabritech-data-pad","mk-1-loronar-power-cell"
"resistance-pilot","2","mk-2-nubian-security-scanner","mk-1-sorosuub-keypad","mk-1-sorosuub-keypad","mk-3-blastech-weapon-mod","mk-2-biotech-implant","mk-2-sorosuub-keypad"
"resistance-pilot","3","mk-3-arakyd-droid-caller","mk-3-arakyd-droid-caller","mk-5-blastech-weapon-mod","mk-3-fabritech-data-pad","mk-3-nubian-security-scanner","mk-2-neuro-saav-electrobinoculars"
"resistance-pilot","4","mk-2-sienar-holo-projector","mk-4-fabritech-data-pad","mk-5-biotech-implant","mk-5-biotech-implant","mk-3-fabritech-data-pad","mk-3-arakyd-droid-caller"
"resistance-pilot","5","mk-7-fabritech-data-pad","mk-4-merr-sonn-thermal-detonator","mk-5-biotech-implant","mk-2-czerka-stun-cuffs","mk-6-loronar-power-cell","mk-3-sorosuub-keypad"
"resistance-pilot","6","mk-8-blastech-weapon-mod","mk-3-sienar-holo-projector","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-6-taggeco-holo-lens","mk-7-fabritech-data-pad"
"resistance-pilot","7","mk-8-fabritech-data-pad","mk-5-chiewab-hypo-syringe","mk-3-carbanti-sensor-array","mk-8-blastech-weapon-mod","mk-2-merr-sonn-shield-generator","mk-3-arakyd-droid-caller"
"resistance-pilot","8","mk-5-cec-fusion-furnace","mk-3-czerka-stun-cuffs","mk-3-carbanti-sensor-array","mk-6-merr-sonn-shield-generator","mk-3-sienar-holo-projector","mk-4-arakyd-droid-caller"
"resistance-pilot","9","mk-8-taggeco-holo-lens","mk-6-nubian-security-scanner","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-7-nubian-security-scanner","mk-3-czerka-stun-cuffs"
"resistance-pilot","10","mk-4-chedak-comlink","mk-5-cec-fusion-furnace","mk-8-taggeco-holo-lens","mk-4-nubian-security-scanner","mk-2-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array"
"resistance-pilot","11","unknown-gear","mk-8-biotech-implant","mk-4-sienar-holo-projector","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","mk-7-merr-sonn-shield-generator"
"resistance-trooper","1","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-arakyd-droid-caller","mk-1-taggeco-holo-lens","mk-1-fabritech-data-pad","mk-1-nubian-security-scanner"
"resistance-trooper","2","mk-1-sorosuub-keypad","mk-1-sorosuub-keypad","mk-3-taggeco-holo-lens","mk-2-neuro-saav-electrobinoculars","mk-3-baw-armor-mod","mk-1-sienar-holo-projector"
"resistance-trooper","3","mk-3-akt-stun-gun","mk-3-arakyd-droid-caller","mk-2-chedak-comlink","mk-5-neuro-saav-electrobinoculars","mk-2-blastech-weapon-mod","mk-3-merr-sonn-thermal-detonator"
"resistance-trooper","4","mk-5-biotech-implant","mk-2-athakam-medpac","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator","mk-6-loronar-power-cell","mk-6-fabritech-data-pad"
"resistance-trooper","5","mk-5-merr-sonn-shield-generator","mk-4-nubian-security-scanner","mk-2-czerka-stun-cuffs","mk-1-athakam-medpac","mk-1-chedak-comlink","mk-3-arakyd-droid-caller"
"resistance-trooper","6","mk-8-blastech-weapon-mod","mk-5-sorosuub-keypad","mk-4-chiewab-hypo-syringe","mk-3-sienar-holo-projector","mk-2-athakam-medpac","mk-3-merr-sonn-thermal-detonator"
"resistance-trooper","7","mk-8-fabritech-data-pad","mk-8-taggeco-holo-lens","mk-6-biotech-implant","mk-5-merr-sonn-shield-generator","mk-2-zaltin-bacta-gel","mk-3-sienar-holo-projector"
"resistance-trooper","8","mk-5-cec-fusion-furnace","mk-3-czerka-stun-cuffs","mk-7-taggeco-holo-lens","mk-7-neuro-saav-electrobinoculars","mk-4-sorosuub-keypad","mk-6-chiewab-hypo-syringe"
"resistance-trooper","9","mk-4-athakam-medpac","mk-4-nubian-design-tech","mk-2-zaltin-bacta-gel","mk-5-sorosuub-keypad","mk-6-biotech-implant","mk-6-neuro-saav-electrobinoculars"
"resistance-trooper","10","mk-4-chedak-comlink","mk-5-cec-fusion-furnace","mk-8-taggeco-holo-lens","mk-4-nubian-security-scanner","mk-2-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array"
"resistance-trooper","11","unknown-gear","mk-8-biotech-implant","mk-4-sienar-holo-projector","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","mk-7-merr-sonn-shield-generator"
"rey","1","mk-1-baw-armor-mod","mk-1-loronar-power-cell","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-blastech-weapon-mod","mk-1-taggeco-holo-lens"
"rey","2","mk-1-cec-fusion-furnace","mk-2-blastech-weapon-mod","mk-2-nubian-security-scanner","mk-2-biotech-implant","mk-2-loronar-power-cell","mk-3-taggeco-holo-lens"
"rey","3","mk-2-sorosuub-keypad","mk-1-sienar-holo-projector","mk-4-blastech-weapon-mod","mk-2-merr-sonn-thermal-detonator","mk-3-fabritech-data-pad","mk-6-blastech-weapon-mod"
"rey","4","mk-4-biotech-implant","mk-3-arakyd-droid-caller","mk-4-loronar-power-cell","mk-2-merr-sonn-shield-generator","mk-2-chedak-comlink","mk-2-sienar-holo-projector"
"rey","5","mk-6-loronar-power-cell","mk-2-chedak-comlink","mk-7-blastech-weapon-mod","mk-6-fabritech-data-pad","mk-2-athakam-medpac","mk-2-czerka-stun-cuffs"
"rey","6","mk-5-fabritech-data-pad","mk-6-baw-armor-mod","mk-4-nubian-design-tech","mk-7-loronar-power-cell","mk-4-chiewab-hypo-syringe","mk-8-blastech-weapon-mod"
"rey","7","mk-3-cec-fusion-furnace","mk-2-sienar-holo-projector","mk-6-neuro-saav-electrobinoculars","mk-4-arakyd-droid-caller","mk-8-fabritech-data-pad","mk-6-chiewab-hypo-syringe"
"rey","8","mk-2-czerka-stun-cuffs","mk-3-carbanti-sensor-array","mk-6-chiewab-hypo-syringe","mk-3-chedak-comlink","mk-3-czerka-stun-cuffs","mk-5-cec-fusion-furnace"
"rey","9","mk-5-biotech-implant","mk-6-chiewab-hypo-syringe","mk-2-czerka-stun-cuffs","mk-2-zaltin-bacta-gel","mk-5-cec-fusion-furnace","mk-6-nubian-design-tech"
"rey","10","mk-4-merr-sonn-thermal-detonator","mk-4-cec-fusion-furnace","mk-5-nubian-design-tech","mk-10-taggeco-holo-lens","mk-10-taggeco-holo-lens","mk-3-zaltin-bacta-gel"
"rey","11","unknown-gear","unknown-gear","mk-8-biotech-implant","mk-8-biotech-implant","unknown-gear","unknown-gear"
"royal-guard","1","mk-1-nubian-security-scanner","mk-1-baw-armor-mod","mk-1-nubian-security-scanner","mk-1-cec-fusion-furnace","mk-1-blastech-weapon-mod","mk-1-fabritech-data-pad"
"royal-guard","2","mk-1-chiewab-hypo-syringe","mk-2-taggeco-holo-lens","mk-1-sienar-holo-projector","mk-3-loronar-power-cell","mk-2-loronar-power-cell","mk-2-sorosuub-keypad"
"royal-guard","3","mk-1-merr-sonn-thermal-detonator","mk-4-blastech-weapon-mod","mk-2-blastech-weapon-mod","mk-3-merr-sonn-shield-generator","mk-4-loronar-power-cell","mk-3-fabritech-data-pad"
"royal-guard","4","mk-4-fabritech-data-pad","mk-4-fabritech-data-pad","mk-1-merr-sonn-thermal-detonator","mk-5-merr-sonn-shield-generator","mk-2-chiewab-hypo-syringe","mk-1-athakam-medpac"
"royal-guard","5","mk-6-taggeco-holo-lens","mk-7-fabritech-data-pad","mk-4-chiewab-hypo-syringe","mk-1-merr-sonn-thermal-detonator","mk-4-fabritech-data-pad","mk-4-loronar-power-cell"
"royal-guard","6","mk-6-biotech-implant","mk-4-sorosuub-keypad","mk-3-sienar-holo-projector","mk-7-loronar-power-cell","mk-6-taggeco-holo-lens","mk-4-loronar-power-cell"
"royal-guard","7","mk-3-carbanti-sensor-array","mk-7-taggeco-holo-lens","mk-3-sienar-holo-projector","mk-1-zaltin-bacta-gel","mk-1-carbanti-sensor-array","mk-4-arakyd-droid-caller"
"royal-guard","8","mk-5-arakyd-droid-caller","mk-5-akt-stun-gun","mk-3-carbanti-sensor-array","mk-6-biotech-implant","mk-3-sienar-holo-projector","mk-8-taggeco-holo-lens"
"royal-guard","9","mk-5-merr-sonn-thermal-detonator","mk-7-nubian-security-scanner","mk-5-akt-stun-gun","mk-3-athakam-medpac","mk-3-czerka-stun-cuffs","mk-3-carbanti-sensor-array"
"royal-guard","10","mk-9-fabritech-data-pad","mk-4-sienar-holo-projector","mk-5-akt-stun-gun","mk-5-akt-stun-gun","mk-7-nubian-security-scanner","mk-11-blastech-weapon-mod"
"royal-guard","11","mk-9-neuro-saav-electrobinoculars","mk-10-taggeco-holo-lens","mk-9-fabritech-data-pad","mk-3-zaltin-bacta-gel","unknown-gear","unknown-gear"
"sabine-wren","1","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-taggeco-holo-lens","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod"
"sabine-wren","2","mk-1-sienar-holo-projector","mk-2-biotech-implant","mk-2-biotech-implant","mk-2-nubian-security-scanner","mk-2-neuro-saav-electrobinoculars","mk-1-cec-fusion-furnace"
"sabine-wren","3","mk-5-biotech-implant","mk-3-cec-fusion-furnace","mk-4-blastech-weapon-mod","mk-3-blastech-weapon-mod","mk-3-biotech-implant","mk-3-arakyd-droid-caller"
"sabine-wren","4","mk-2-sienar-holo-projector","mk-6-blastech-weapon-mod","mk-4-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-3-nubian-security-scanner","mk-4-blastech-weapon-mod"
"sabine-wren","5","mk-6-neuro-saav-electrobinoculars","mk-7-fabritech-data-pad","mk-2-sienar-holo-projector","mk-3-chiewab-hypo-syringe","mk-5-biotech-implant","mk-6-fabritech-data-pad"
"sabine-wren","6","mk-8-blastech-weapon-mod","mk-5-nubian-security-scanner","mk-5-sorosuub-keypad","mk-5-sorosuub-keypad","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe"
"sabine-wren","7","mk-6-chiewab-hypo-syringe","mk-3-carbanti-sensor-array","mk-8-taggeco-holo-lens","mk-2-zaltin-bacta-gel","mk-4-arakyd-droid-caller","mk-5-chiewab-hypo-syringe"
"sabine-wren","8","mk-5-arakyd-droid-caller","mk-5-akt-stun-gun","mk-3-czerka-stun-cuffs","mk-8-taggeco-holo-lens","mk-2-zaltin-bacta-gel","mk-3-sienar-holo-projector"
"sabine-wren","9","mk-6-nubian-design-tech","mk-5-cec-fusion-furnace","mk-6-chiewab-hypo-syringe","mk-3-chedak-comlink","mk-3-carbanti-sensor-array","mk-3-chiewab-hypo-syringe"
"sabine-wren","10","mk-6-merr-sonn-thermal-detonator","mk-5-athakam-medpac","mk-8-biotech-implant","mk-5-akt-stun-gun","mk-7-merr-sonn-shield-generator","mk-2-athakam-medpac"
"sabine-wren","11","mk-6-merr-sonn-thermal-detonator","mk-8-biotech-implant","mk-8-biotech-implant","unknown-gear","unknown-gear","unknown-gear"
"savage-opress","1","mk-1-baw-armor-mod","mk-1-cec-fusion-furnace","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-blastech-weapon-mod","mk-1-fabritech-data-pad"
"savage-opress","2","mk-2-taggeco-holo-lens","mk-2-taggeco-holo-lens","mk-1-chiewab-hypo-syringe","mk-3-loronar-power-cell","mk-1-sienar-holo-projector","mk-3-taggeco-holo-lens"
"savage-opress","3","mk-4-biotech-implant","mk-4-blastech-weapon-mod","mk-3-nubian-security-scanner","mk-2-taggeco-holo-lens","mk-3-taggeco-holo-lens","mk-4-biotech-implant"
"savage-opress","4","mk-6-baw-armor-mod","mk-5-merr-sonn-shield-generator","mk-4-baw-armor-mod","mk-4-baw-armor-mod","mk-5-fabritech-data-pad","mk-4-nubian-design-tech"
"savage-opress","5","mk-4-merr-sonn-thermal-detonator","mk-6-taggeco-holo-lens","mk-4-fabritech-data-pad","mk-4-fabritech-data-pad","mk-2-merr-sonn-shield-generator","mk-6-neuro-saav-electrobinoculars"
"savage-opress","6","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod","mk-4-chiewab-hypo-syringe","mk-4-fabritech-data-pad","mk-4-merr-sonn-thermal-detonator","mk-4-nubian-design-tech"
"savage-opress","7","mk-7-taggeco-holo-lens","mk-8-taggeco-holo-lens","mk-2-czerka-stun-cuffs","mk-4-arakyd-droid-caller","mk-5-merr-sonn-shield-generator","mk-4-sorosuub-keypad"
"savage-opress","8","mk-5-arakyd-droid-caller","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-8-fabritech-data-pad","mk-5-sorosuub-keypad","mk-1-zaltin-bacta-gel"
"savage-opress","9","mk-5-merr-sonn-thermal-detonator","mk-4-athakam-medpac","mk-5-sorosuub-keypad","mk-5-sorosuub-keypad","mk-2-carbanti-sensor-array","mk-8-taggeco-holo-lens"
"savage-opress","10","mk-8-biotech-implant","mk-11-blastech-weapon-mod","mk-5-merr-sonn-thermal-detonator","mk-4-chedak-comlink","mk-7-nubian-security-scanner","mk-6-merr-sonn-thermal-detonator"
"savage-opress","11","mk-10-blastech-weapon-mod","mk-11-blastech-weapon-mod","mk-7-merr-sonn-shield-generator","mk-9-fabritech-data-pad","unknown-gear","unknown-gear"
"scarif-rebel-pathfinder","1","mk-1-nubian-security-scanner","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens","mk-1-blastech-weapon-mod"
"scarif-rebel-pathfinder","2","mk-1-akt-stun-gun","mk-1-merr-sonn-shield-generator","mk-1-chiewab-hypo-syringe","mk-2-fabritech-data-pad","mk-3-baw-armor-mod","mk-1-sienar-holo-projector"
"scarif-rebel-pathfinder","3","mk-1-sienar-holo-projector","mk-4-baw-armor-mod","mk-2-merr-sonn-thermal-detonator","mk-3-sorosuub-keypad","mk-1-merr-sonn-thermal-detonator","mk-4-fabritech-data-pad"
"scarif-rebel-pathfinder","4","mk-1-merr-sonn-thermal-detonator","mk-1-merr-sonn-thermal-detonator","mk-6-blastech-weapon-mod","mk-3-chiewab-hypo-syringe","mk-3-baw-armor-mod","mk-5-merr-sonn-shield-generator"
"scarif-rebel-pathfinder","5","mk-1-merr-sonn-thermal-detonator","mk-3-chiewab-hypo-syringe","mk-7-fabritech-data-pad","mk-3-biotech-implant","mk-5-merr-sonn-shield-generator","mk-1-zaltin-bacta-gel"
"scarif-rebel-pathfinder","6","mk-5-taggeco-holo-lens","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-1-zaltin-bacta-gel","mk-4-sorosuub-keypad","mk-6-biotech-implant"
"scarif-rebel-pathfinder","7","mk-3-sienar-holo-projector","mk-4-sorosuub-keypad","mk-8-blastech-weapon-mod","mk-8-taggeco-holo-lens","mk-3-athakam-medpac","mk-3-carbanti-sensor-array"
"scarif-rebel-pathfinder","8","mk-8-taggeco-holo-lens","mk-4-sorosuub-keypad","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-5-arakyd-droid-caller"
"scarif-rebel-pathfinder","9","mk-3-chiewab-hypo-syringe","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-5-arakyd-droid-caller","mk-7-nubian-security-scanner","mk-5-merr-sonn-thermal-detonator"
"scarif-rebel-pathfinder","10","mk-5-akt-stun-gun","mk-5-merr-sonn-thermal-detonator","mk-11-blastech-weapon-mod","mk-8-biotech-implant","mk-9-fabritech-data-pad","mk-6-merr-sonn-thermal-detonator"
"scarif-rebel-pathfinder","11","mk-10-neuro-saav-electrobinoculars","mk-4-sienar-holo-projector","mk-6-merr-sonn-thermal-detonator","unknown-gear","unknown-gear","unknown-gear"
"shoretrooper","1","mk-1-nubian-security-scanner","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod"
"shoretrooper","2","mk-1-nubian-security-scanner","mk-1-merr-sonn-shield-generator","mk-2-loronar-power-cell","mk-1-nubian-design-tech","mk-2-sorosuub-keypad","mk-1-sienar-holo-projector"
"shoretrooper","3","mk-1-sienar-holo-projector","mk-4-blastech-weapon-mod","mk-3-sorosuub-keypad","mk-1-merr-sonn-thermal-detonator","mk-6-loronar-power-cell","mk-4-fabritech-data-pad"
"shoretrooper","4","mk-1-sienar-holo-projector","mk-5-blastech-weapon-mod","mk-5-neuro-saav-electrobinoculars","mk-4-fabritech-data-pad","mk-2-merr-sonn-shield-generator","mk-5-taggeco-holo-lens"
"shoretrooper","5","mk-4-blastech-weapon-mod","mk-4-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-5-merr-sonn-shield-generator","mk-7-fabritech-data-pad","mk-6-taggeco-holo-lens"
"shoretrooper","6","mk-6-loronar-power-cell","mk-2-merr-sonn-shield-generator","mk-3-nubian-design-tech","mk-1-zaltin-bacta-gel","mk-4-sorosuub-keypad","mk-6-biotech-implant"
"shoretrooper","7","mk-4-fabritech-data-pad","mk-1-zaltin-bacta-gel","mk-4-sorosuub-keypad","mk-8-blastech-weapon-mod","mk-8-taggeco-holo-lens","mk-3-carbanti-sensor-array"
"shoretrooper","8","mk-3-sienar-holo-projector","mk-4-sorosuub-keypad","mk-3-athakam-medpac","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-5-arakyd-droid-caller"
"shoretrooper","9","mk-1-zaltin-bacta-gel","mk-8-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-5-arakyd-droid-caller","mk-7-nubian-security-scanner","mk-5-merr-sonn-thermal-detonator"
"shoretrooper","10","mk-5-akt-stun-gun","mk-5-akt-stun-gun","mk-5-merr-sonn-thermal-detonator","mk-7-nubian-security-scanner","mk-8-biotech-implant","mk-6-merr-sonn-thermal-detonator"
"shoretrooper","11","mk-5-merr-sonn-thermal-detonator","mk-3-czerka-stun-cuffs","mk-8-biotech-implant","unknown-gear","unknown-gear","unknown-gear"
"sith-assassin","1","mk-1-blastech-weapon-mod","mk-1-blastech-weapon-mod","mk-1-cec-fusion-furnace","mk-1-akt-stun-gun","mk-1-loronar-power-cell","mk-1-neuro-saav-electrobinoculars"
"sith-assassin","2","mk-3-baw-armor-mod","mk-3-blastech-weapon-mod","mk-3-loronar-power-cell","mk-2-neuro-saav-electrobinoculars","mk-2-nubian-security-scanner","mk-1-merr-sonn-shield-generator"
"sith-assassin","3","mk-5-biotech-implant","mk-4-fabritech-data-pad","mk-3-arakyd-droid-caller","mk-2-chedak-comlink","mk-2-merr-sonn-thermal-detonator","mk-4-blastech-weapon-mod"
"sith-assassin","4","mk-4-nubian-security-scanner","mk-3-chiewab-hypo-syringe","mk-5-biotech-implant","mk-2-merr-sonn-thermal-detonator","mk-5-blastech-weapon-mod","mk-3-blastech-weapon-mod"
"sith-assassin","5","mk-6-neuro-saav-electrobinoculars","mk-2-czerka-stun-cuffs","mk-7-fabritech-data-pad","mk-5-biotech-implant","mk-4-fabritech-data-pad","mk-2-merr-sonn-thermal-detonator"
"sith-assassin","6","mk-4-cec-fusion-furnace","mk-4-arakyd-droid-caller","mk-4-sorosuub-keypad","mk-4-merr-sonn-thermal-detonator","mk-7-fabritech-data-pad","mk-5-biotech-implant"
"sith-assassin","7","mk-7-taggeco-holo-lens","mk-8-taggeco-holo-lens","mk-8-blastech-weapon-mod","mk-4-sorosuub-keypad","mk-6-taggeco-holo-lens","mk-4-baw-armor-mod"
"sith-assassin","8","mk-5-arakyd-droid-caller","mk-5-akt-stun-gun","mk-3-carbanti-sensor-array","mk-6-chiewab-hypo-syringe","mk-8-taggeco-holo-lens","mk-2-czerka-stun-cuffs"
"sith-assassin","9","mk-4-chedak-comlink","mk-6-nubian-design-tech","mk-5-cec-fusion-furnace","mk-3-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-3-carbanti-sensor-array"
"sith-assassin","10","mk-3-zaltin-bacta-gel","mk-8-biotech-implant","mk-9-fabritech-data-pad","mk-10-neuro-saav-electrobinoculars","mk-5-akt-stun-gun","mk-6-chiewab-hypo-syringe"
"sith-assassin","11","mk-4-sienar-holo-projector","mk-11-blastech-weapon-mod","unknown-gear","mk-8-biotech-implant","mk-9-fabritech-data-pad","unknown-gear"
"sith-trooper","1","mk-1-nubian-security-scanner","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller","mk-1-akt-stun-gun","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars"
"sith-trooper","2","mk-1-sienar-holo-projector","mk-2-sorosuub-keypad","mk-1-chiewab-hypo-syringe","mk-2-loronar-power-cell","mk-3-baw-armor-mod","mk-2-fabritech-data-pad"
"sith-trooper","3","mk-4-fabritech-data-pad","mk-6-loronar-power-cell","mk-1-merr-sonn-thermal-detonator","mk-4-baw-armor-mod","mk-3-merr-sonn-shield-generator","mk-1-sienar-holo-projector"
